Company,Funding (est $),Notable Investors,Headcount,URL,Description,Category,Focus,Value Chain Layer,Modality,Product Focus,Industry,Active?,Founded,HQ,Logo,Founders,Last Round,Valuation,Business Model,Open Source?,Unnamed: 21
OpenArt,1600000.0,"Decent Capital, BasisSet",,https://openart.ai/," OpenArt uses AI to generate unique, customizable digital artwork for users, allowing them to create personalized art pieces with ease.",Image,Art generation,Applications (Vertical),,,,,2022.0,SF Bay Area,,,,,,,
Operand,0.0,No Data,,www.operand.ai,"* A personal search engine for everyone.
- A Chrome extension which indexes everything you read online. Never miss anything important again.",Knowledge Bases / Vector Search Apps,,Applications (Horizontal),Text,Search,General,Yes,,,,,,,,,
Opus,,,,https://opus.ai/," Opus
 Opus offers AI-driven music composition, creating unique, copyright-free music for content creators and businesses.",Video,Text to Video,Applications (Vertical),,,,,2018.0,Other US,,,,,,,
Opus Clip,250000000000.0,"DCM, Fellows Fund, AI Grant",27.0,https://www.opus.pro/,Video Clipping tool turning long form video into viral short clips.,"AI Editing for Video, Photos, and Audio",,Applications (Horizontal),Video,Video Editing,General,Yes,,,,,,,,,
Orby,68500000000000.0,"Anthony Goldbloom,Brian Granger,Dragomir Anguelov,Eitan Pilipski,Fernando De la Torre,Gal Chechik,Lihi Zelnik-Manor,Manuel Bronstein,Michael Black,Operator Partners,Raghu Hiremagalur,Scale Venture Partners,Spider Capital,TLV Partners,Trevor Darrell,Vantage Equities,Vintage Investment Partners,Viola Growth,Viola Ventures,Yossi Matias",122.0,www.datagen.tech,"* AI that saves you time
- 60% of jobs have at least 30% of the work that is repetitive and automatable. Orby AI observes and learns from users’ day to day work and automatically creates the scripts to automate both rules based tasks and more complex tasks that require AI and ML.",Task Automation & Virtual Assistant,,Applications (Horizontal),Code,RPA Automation,General,Yes,,,,,,,,,
Osmosis,,,,https://osmosis.studio/," Osmosis
 Osmosis is a creative AI company that uses generative AI to compose original music and create unique soundscapes for various media projects.",Image,Ad generation,Applications (Vertical),,,,,2022.0,SF Bay Area,,,,,,,
Osmosis.studio,0.0,No Data,,www.Osmosis.studio,A web-based content-aware design tool for generating AI ads that sell real products,Ad Generation & Brand Building,,Applications (Horizontal),Image,Ad Design,General,No,,,,,,,,,
OthersideAI,5400000.0,"Madrona, Siqi Chen, Chapter One Ventures, Active Capital, Hustle Fund",7.0,https://www.othersideai.com/,* Reimagining writing. We create technology to help the world communicate more effectively.,Text,Writing/Editing,Applications (Horizontal),Text,General Writing & Editing,General,Yes,2020.0,"New York, NY",,,,,,,
Otter,63000000.0,"500 Global, Draper Associates, Bridgewater Associates, Horizons Ventures, GGV Capital",,https://otter.ai/," Otter
 Otter provides AI-driven transcription and voice note services, converting spoken language into written text for meetings, interviews, and lectures.",Summarization,Meeting note summarization,Applications (Horizontal),,,,,2016.0,SF Bay Area,,,,,,,
Outerbounds,24250000.0,"Costanoa Ventures, Foundation Capital, Greenoaks, Amplify Partners",,https://outerbounds.com/," Outerbounds
 Outerbounds offers tools to build, train, and deploy machine learning models, enabling businesses to automate and improve decision-making processes.",MLOps/Platform,Model dev,AI Development & Tools,,,,,2021.0,SF Bay Area,,,,,,,
Outplay,9300000.0,"Kunal Shah, Surge, Sequoia Capital India, Khadim Batti, Krish Subramanian",,https://outplayhq.com/, Outplay provides an AI-driven sales engagement platform that helps sales teams optimize their communication and increase productivity.,Text,Sales / email generation,Applications (Horizontal),,,,,2019.0,Other US,,,,,,,
Outranking,,,,https://www.outranking.io/," Outranking is an AI-powered writing assistant that helps create SEO-friendly, engaging content faster. It offers real-time optimization suggestions and content strategy insights.",Text,Content creation (SEO),Applications (Vertical),,,,,2016.0,Other US,,,,,,,
Outwrite,,,,https://www.outwrite.com/," Outwrite is an AI-powered writing assistant that helps improve and refine your English writing for clarity, grammar, and style.",Text,Writing/Editing,Applications (Horizontal),,,,,2015.0,Australia,,,,,,,
Pally,309759.0,,,https://www.pally.com/,"I'm sorry, but the URL provided does not lead to a valid website. Please provide a correct URL so I can provide a description for the company Pally.",Chatbot/Conversational AI,AI assistant to every social conversation,"I'm sorry, but without a company description, I can't categorise the company Pally.",,,,,2022.0,"London, UK",,,,,,,
Panjaya,,,,https://www.panjaya.ai/," Panjaya
 Panjaya provides AI-generated realistic human voices for businesses to use in applications like customer service, voice assistants, and content narration.",Audio,AI dubbing,Applications (Vertical),,,,,2021.0,Israel,,,,,,,
PaperCup,44500000000000.0,"Alexander Shelkovnikov,Bertelsmann Digital Media Investments,Christopher Mairs,Des Traynor,Entrepreneur First,GMG Ventures,Government of UK,Innovate UK,John Collison,Michael Orland,Octopus Ventures,Phoenix Court,Sands Capital,Sky Startup Investments & Partnerships,Toby Moore,William Tunstall-Pedoe,Zoubin Ghahramani",103.0,www.papercup.com,"* AI-powered Dubbing. 
- Discover faster, more affordable, automated video localization and go global with your existing video content.",Synthetic Voices & Dubbing,,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,,,,,,,,,
Papercup,33234603.0,"Entrepreneur First, LocalGlobe, Octopus Ventures, BDMI, Sands Capital Ventures",,https://www.papercup.com/," Papercup
 Papercup translates video content into multiple languages using AI voiceover technology, enabling content creators to reach global audiences.",Audio,Video dubbing / localization,Applications (Vertical),,,,,2017.0,"London, UK",,,,,,,
Paperplane,1000000.0,"Y Combinator, Jackson Moses, Bloomberg Beta, Afore Capital, FAST — by GETTYLAB",,https://www.paperplane.ai/," Paperplane is an AI company that transforms web pages into structured data, enabling businesses to easily extract and utilize information from the web.",Audio,Speech to text / data organization,Applications (Horizontal),,,,,2021.0,"New York, NY",,,,,,,
ParagraphAI,,,,https://paragraphai.com/,"ParagraphAI is an AI company that offers a language model to generate human-like text, aiding in content creation and enhancing communication efficiency.",Text,Writing/Editing,AI Development & Tools,,,,,2022.0,North America (excl. US),,,,,,,
Parallel Domain,43940000.0,"Toyota Ventures, Foundry Group, RRE Ventures, Calibrate Ventures, Costanoa Ventures",,http://paralleldomain.com,"Parallel Domain provides a software platform that generates synthetic, realistic digital worlds for safe and efficient autonomous system training.",Data,Synthetic data,AI Development & Tools,,,,,2017.0,SF Bay Area,,,,,,,
Parsnip,300000.0,"Luis von Ahn, Severin Hacker, Jacob Peters, Zach Goldberg, Mark Miller, Barry Huang, and other angels",,https://www.parsnip.ai/," Parsnip
 Parsnip uses AI to automate and enhance customer service, improving response times and customer satisfaction. They offer AI chatbots and email automation services.",Game,Cooking education,Applications (Horizontal),,,,,2020.0,"New York, NY",,,,,,,
Patent Blast,0.0,No Data,,https://patentblast.com/,"* An automated patent drafting software 
- Helps patent professionals generate high-quality specification and drawings based on manually drafted claims.",Vertical,,Applications (Vertical),Text,General Writing & Editing,Legal,Yes,,,,,,,,,
PatentPal,250000.0,Foothill Ventures,4.0,https://patentpal.com/,"* Generative AI for Intellectual Property
- Automate mechanical writing in your patent applications",Legal,Generative AI for intellectual property,Applications (Vertical),Text,General Writing & Editing,Legal,Yes,2018.0,SF Bay Area,,,,,,,
Pathway,100000.0,,,https://www.pathway-ai.com/," Pathway
 Pathway uses AI to provide predictive analytics for healthcare, helping professionals make data-driven decisions and improve patient outcomes.",Semantic Search,Search financial information,Applications (Vertical),,,,,2022.0,"London, UK",,,,,,,
Peech,6000000.0,"Ariel Maislos, Cardumen Capital, fresh.fund, Ibex Investors, Nuseir Yassin",27.0,https://www.peech-ai.com/,"* Turning content teams into unstoppable creators.
- Automatically create, transcribe, collaborate, optimize and publish content - all in one place.",Video,Content creation,Applications (Horizontal),Video,Video Editing,General,Yes,2020.0,Israel,,,,,,,
Pencil,3850000.0,Wavemaker Partners,32.0,https://www.trypencil.com/,"* The easiest way to get winning ad creative.
- Fast-growing ecommerce brands use Pencil to get 2x better ad results at 10x less time and cost.",Image,Ad recommendations,Applications (Horizontal),Image,Ad Design,General,Yes,2018.0,APAC,,,,,,,
Penelope,,Digital Science,,https://www.penelope.ai/," Penelope
 Penelope is an AI-driven platform that helps in creating, editing, and enhancing written content, making writing easier and more efficient for users.",Summarization,Summarization (academic),Applications (Horizontal),,,,,2015.0,"London, UK",,,,,,,
Pepper Content,18658353.0,"YourStory, Balaji Srinivasan, Bessemer Venture Partners, Titan Capital, GTMfund",995.0,https://www.peppercontent.io/,"* Scale your content needs. Fast.
- Pepper is the one-stop platform that handles everything from content ideation to delivery. Just enter your requirements and we'll make it happen with our team of 1,00,000+ content creators.",Text,Content/marketing generation,Applications (Vertical),Text,General Writing & Editing,Marketing,Yes,2017.0,APAC,,,,,,,
Peppertype.ai,,,,https://www.peppertype.ai/,"Peppertype.ai is an AI-powered tool that assists in creating engaging content for social media, blogs, and marketing campaigns.",Text,Marketing / content generation,Applications (Horizontal),,,,,2020.0,APAC,,,,,,,
Persado,66000000.0,"Goldman Sachs, American Express, American Express Ventures, Bain Capital Ventures, Citi Ventures",,https://www.persado.com/," Persado uses AI to generate personalized marketing language for emails, ads, landing pages, push notifications, and more to optimize customer engagement.",Text,Language generation,Applications (Vertical),,,,,2012.0,"New York, NY",,,,,,,
Personal.ai,8400000.0,"Village Global, Differential Ventures, BBG Ventures, Jane Street Capital, Good Friends",,https://www.personal.ai," Personal.ai offers an AI assistant platform that learns and adapts to individual user's needs, offering personalized assistance and interaction.",Text,Personalized digital minds,Applications (Horizontal),,,,,2020.0,"New York, NY",,,,,,,
Phaito,,,,https://www.phaito.com/,"After reviewing the website, Phaito is an AI company that specializes in generating high-quality synthetic voices for various applications like audiobooks, voice assistants, and more.",Image,photo auto-editing,Applications (Vertical),,,,,2023.0,Unknown,,,,,,,
Phind,0.0,Y Combinator,2.0,phind.com,The search engine for instant answers.,Search Engine,,Applications (Horizontal),Text,Search,General,Yes,,,,,,,,,
Photoroom,21400000000000.0,"Adjacent Venture Capital,Balderton Capital,Eric Setton,FJ Labs,Francescu Santoni,François Lagunas,Holger Seim,Jacob Eiting,Jean Patry,John Bonten,Kima Ventures,Liquid 2 Ventures,Nicolas Pinto,Nicolas Steegmann,Uncommon Projects,Y Combinator,Yann LeCun,Zehan Wang",20.0,www.photoroom.com,* Remove background automatically and create professional images.,"AI Editing for Video, Photos, and Audio",,Applications (Horizontal),Image,Image Editing,General,Yes,,,,,,,,,
PhotoRoom,19125000.0,"Meta, Hugging Face, Y Combinator, FJ Labs, Balderton Capital",,https://www.photoroom.com/," PhotoRoom
 PhotoRoom is an AI-driven app that removes and replaces backgrounds in images, ideal for product photography, portraits, and social media content creation.",Image,photo generator / Background removal,Applications (Vertical),,,,,2019.0,Europe,,,,,,,
Phrasee,5334267.0,"AlbionVC, Next Fifteen Communications Group, Galvanise Capital, Capital D",,https://phrasee.co/," Phrasee uses AI to generate and optimize marketing language for emails, push notifications, and social ads to improve customer engagement and increase revenue.",Text,AI Content,Applications (Vertical),,,,,2015.0,"London, UK",,,,,,,
Pictory,4716218.0,"FUSE, Voyager Capital, Bill Bryant, Bharat Shyam, Omri Bahat",10.0,https://pictory.ai/,"* Video Marketing Made EASY
- Automatically create short, highly-sharable branded videos from your long form content.",Video,Text to Video,Applications (Vertical),Video,Video Editing,Marketing,Yes,2019.0,"Seattle, WA",,,,,,,
PicUP.Ai,,,,https://www.picup.ai/," PicUP.Ai provides an AI solution that automatically detects, classifies and grades various objects in images, improving efficiency in industries like e-commerce.",Image,Automated image editing,Applications (Vertical),,,,,2019.0,APAC,,,,,,,
